time	1-T	2-T	3-T	4-T
2021-12-05T11:54:52.668Z	20	800	212	26
2021-12-05T11:55:12.680Z	38	778	195	22
2021-12-05T11:55:32.687Z	61	755	181	18
2021-12-05T11:55:52.692Z	90	731	167	14
2021-12-05T11:56:12.703Z	124	706	154	11
2021-12-05T11:56:32.713Z	166	681	141	8
2021-12-05T11:56:52.713Z	208	653	129	6
2021-12-05T11:57:12.722Z	254	627	116	4
2021-12-05T11:57:32.722Z	303	600	104	2
2021-12-05T11:57:52.727Z	355	573	93	1
2021-12-05T11:58:12.734Z	407	546	83	1
2021-12-05T11:58:32.743Z	467	519	73	0
2021-12-05T11:58:52.759Z	522	489	63	0
2021-12-05T11:59:12.769Z	576	461	55	0
2021-12-05T11:59:32.782Z	629	434	47	1
2021-12-05T11:59:52.786Z	681	407	39	2
2021-12-05T12:00:12.798Z	736	381	32	4
2021-12-05T12:00:32.799Z	783	352	26	6
2021-12-05T12:00:52.810Z	826	326	20	8
2021-12-05T12:01:12.823Z	865	301	15	11
2021-12-05T12:01:32.830Z	900	276	11	14
2021-12-05T12:01:52.844Z	930	252	8	17
2021-12-05T12:02:12.855Z	958	226	5	21
2021-12-05T12:02:32.863Z	977	204	3	25
2021-12-05T12:02:52.864Z	990	182	1	29
2021-12-05T12:03:12.875Z	998	162	0	34
2021-12-05T12:03:32.889Z	1000	142	0	39
2021-12-05T12:03:52.897Z	995	124	1	45
2021-12-05T12:04:12.903Z	984	104	2	51
2021-12-05T12:04:32.911Z	968	88	4	57
2021-12-05T12:04:52.925Z	946	74	6	64
2021-12-05T12:05:12.937Z	918	60	9	71
2021-12-05T12:05:32.939Z	886	48	13	78
2021-12-05T12:05:52.943Z	845	37	18	85
2021-12-05T12:06:12.957Z	803	26	23	93
2021-12-05T12:06:32.961Z	759	18	29	102
2021-12-05T12:06:52.969Z	710	12	36	111
2021-12-05T12:07:12.974Z	660	7	43	119
2021-12-05T12:07:32.974Z	607	3	50	128
2021-12-05T12:07:52.976Z	547	1	59	138
2021-12-05T12:08:12.979Z	493	0	68	147
2021-12-05T12:08:32.979Z	438	1	78	158
2021-12-05T12:08:52.994Z	385	3	88	168
2021-12-05T12:09:13.002Z	332	7	99	178
2021-12-05T12:09:33.004Z	277	13	110	189
2021-12-05T12:09:53.009Z	230	20	121	200
2021-12-05T12:10:13.022Z	185	29	135	211
2021-12-05T12:10:33.026Z	145	39	147	223
2021-12-05T12:10:53.038Z	109	50	160	235
2021-12-05T12:11:13.041Z	77	62	174	246
2021-12-05T12:11:33.056Z	48	76	188	258
2021-12-05T12:11:53.064Z	27	93	203	270
2021-12-05T12:12:13.071Z	12	110	219	282
2021-12-05T12:12:33.076Z	3	127	234	296
2021-12-05T12:12:53.087Z	0	146	250	309
2021-12-05T12:13:13.093Z	3	166	266	321
2021-12-05T12:13:33.095Z	13	186	282	334
2021-12-05T12:13:53.111Z	28	211	298	347
2021-12-05T12:14:13.116Z	48	233	317	360
2021-12-05T12:14:33.118Z	74	257	334	375
2021-12-05T12:14:53.128Z	106	281	351	388
2021-12-05T12:15:13.138Z	141	306	369	401
2021-12-05T12:15:33.140Z	186	331	386	415
2021-12-05T12:15:53.154Z	230	360	404	428
2021-12-05T12:16:13.157Z	278	386	424	443
2021-12-05T12:16:33.164Z	327	413	442	457
2021-12-05T12:16:53.177Z	380	440	460	470
2021-12-05T12:17:13.182Z	439	467	478	484
2021-12-05T12:17:33.189Z	493	497	496	497
2021-12-05T12:17:53.192Z	548	524	516	511
2021-12-05T12:18:13.198Z	602	552	535	526
2021-12-05T12:18:33.212Z	654	578	553	540
2021-12-05T12:18:53.215Z	705	605	571	553
2021-12-05T12:19:13.221Z	759	632	589	567
2021-12-05T12:19:33.222Z	804	661	606	580
2021-12-05T12:19:53.231Z	845	686	626	595
2021-12-05T12:20:13.242Z	882	711	644	609
2021-12-05T12:20:33.254Z	915	736	661	622
2021-12-05T12:20:53.269Z	943	759	678	635
2021-12-05T12:21:13.283Z	968	785	695	648
2021-12-05T12:21:33.294Z	984	807	713	661
2021-12-05T12:21:53.300Z	995	828	730	675
2021-12-05T12:22:13.304Z	1000	848	745	688
2021-12-05T12:22:33.319Z	999	867	761	700
2021-12-05T12:22:53.323Z	990	885	776	713
2021-12-05T12:23:13.328Z	977	903	791	725
2021-12-05T12:23:33.328Z	958	919	808	739
2021-12-05T12:23:53.333Z	933	933	822	750
2021-12-05T12:24:13.342Z	904	946	835	762
2021-12-05T12:24:33.349Z	869	958	849	774
2021-12-05T12:24:53.360Z	826	969	861	785
2021-12-05T12:25:13.364Z	782	978	875	796
2021-12-05T12:25:33.379Z	736	985	887	808
2021-12-05T12:25:53.385Z	686	991	898	819
2021-12-05T12:26:13.386Z	635	995	909	829
2021-12-05T12:26:33.399Z	576	998	919	839
2021-12-05T12:26:53.407Z	522	1000	929	849
2021-12-05T12:27:13.411Z	467	1000	939	859
2021-12-05T12:27:33.424Z	413	998	947	869
2021-12-05T12:27:53.426Z	360	995	955	878
2021-12-05T12:28:13.441Z	308	990	962	887
2021-12-05T12:28:33.446Z	254	984	969	895
2021-12-05T12:28:53.447Z	208	976	975	904
2021-12-05T12:29:13.449Z	166	967	981	912
2021-12-05T12:29:33.450Z	127	956	985	920
2021-12-05T12:29:53.450Z	93	944	989	927
2021-12-05T12:30:13.462Z	64	931	993	934
2021-12-05T12:30:33.464Z	38	917	996	941
2021-12-05T12:30:53.468Z	20	899	998	947
2021-12-05T12:31:13.470Z	7	882	999	954
2021-12-05T12:31:33.478Z	1	864	1000	959
2021-12-05T12:31:53.481Z	1	845	1000	964
2021-12-05T12:32:13.492Z	7	825	999	969
2021-12-05T12:32:33.507Z	19	801	998	974
2021-12-05T12:32:53.507Z	36	779	996	978
2021-12-05T12:33:13.509Z	60	756	993	982
2021-12-05T12:33:33.518Z	88	733	990	986
2021-12-05T12:33:53.523Z	125	708	986	989
2021-12-05T12:34:13.524Z	163	680	981	991
2021-12-05T12:34:33.533Z	205	655	975	994
2021-12-05T12:34:53.547Z	251	628	970	996
2021-12-05T12:35:13.557Z	300	602	963	997
2021-12-05T12:35:33.558Z	351	575	956	999
2021-12-05T12:35:53.572Z	410	548	948	999
2021-12-05T12:36:13.580Z	464	518	940	1000
2021-12-05T12:36:33.585Z	518	491	930	1000
2021-12-05T12:36:53.595Z	572	463	920	1000
2021-12-05T12:37:13.598Z	626	436	910	999
2021-12-05T12:37:33.602Z	677	409	899	998
2021-12-05T12:37:53.606Z	733	380	888	996
2021-12-05T12:38:13.613Z	779	354	875	995
2021-12-05T12:38:33.617Z	823	328	863	992
2021-12-05T12:38:53.629Z	863	302	850	990
2021-12-05T12:39:13.642Z	898	278	837	987
2021-12-05T12:39:33.652Z	929	253	823	983
2021-12-05T12:39:53.661Z	957	228	809	980
2021-12-05T12:40:13.662Z	976	205	793	976
2021-12-05T12:40:33.662Z	990	184	778	971
2021-12-05T12:40:53.677Z	998	163	763	966
2021-12-05T12:41:13.687Z	1000	143	747	961
2021-12-05T12:41:33.693Z	995	125	731	956
2021-12-05T12:41:53.706Z	985	106	713	950
2021-12-05T12:42:13.717Z	969	89	697	943
2021-12-05T12:42:33.732Z	947	75	680	936
2021-12-05T12:42:53.743Z	920	61	663	930
2021-12-05T12:43:13.753Z	885	48	646	922
2021-12-05T12:43:33.760Z	848	36	628	915
2021-12-05T12:43:53.774Z	807	27	609	906
2021-12-05T12:44:13.778Z	762	19	591	898
2021-12-05T12:44:33.786Z	714	12	573	890
2021-12-05T12:44:53.801Z	664	7	555	881
2021-12-05T12:45:13.809Z	605	3	537	872
2021-12-05T12:45:33.810Z	552	1	517	863
2021-12-05T12:45:53.819Z	497	0	498	853
2021-12-05T12:46:13.831Z	443	1	480	843
2021-12-05T12:46:33.847Z	389	3	462	833
2021-12-05T12:46:53.854Z	331	7	444	822
2021-12-05T12:47:13.863Z	281	13	426	812
2021-12-05T12:47:33.878Z	233	20	406	801
2021-12-05T12:47:53.889Z	189	28	388	789
2021-12-05T12:48:13.901Z	148	38	371	778
2021-12-05T12:48:33.908Z	112	49	353	766
2021-12-05T12:48:53.923Z	76	63	336	755
2021-12-05T12:49:13.927Z	50	77	317	743
2021-12-05T12:49:33.933Z	29	92	300	730
2021-12-05T12:49:53.938Z	13	108	284	717
2021-12-05T12:50:13.947Z	4	125	268	705
2021-12-05T12:50:33.960Z	0	144	252	692
2021-12-05T12:50:53.960Z	3	166	236	680
2021-12-05T12:51:13.965Z	12	187	219	667
2021-12-05T12:51:33.978Z	26	209	204	653
2021-12-05T12:51:53.992Z	46	231	190	640
2021-12-05T12:52:13.999Z	72	255	176	626
2021-12-05T12:52:34.005Z	106	279	162	613
2021-12-05T12:52:54.020Z	142	306	149	600
2021-12-05T12:53:14.035Z	182	332	135	586
2021-12-05T12:53:34.042Z	226	358	123	572
2021-12-05T12:53:54.054Z	273	384	111	558
2021-12-05T12:54:14.071Z	323	411	100	544
2021-12-05T12:54:34.079Z	381	438	89	531
2021-12-05T12:54:54.087Z	435	468	79	517
2021-12-05T12:55:14.097Z	489	495	69	504
2021-12-05T12:55:34.102Z	544	522	60	488
2021-12-05T12:55:54.104Z	597	549	51	475
2021-12-05T12:56:14.115Z	650	576	44	461
2021-12-05T12:56:34.129Z	707	603	36	448
2021-12-05T12:56:54.140Z	755	633	30	434
2021-12-05T12:57:14.142Z	801	659	23	421
2021-12-05T12:57:34.156Z	842	684	18	406
2021-12-05T12:57:54.157Z	880	709	14	392
2021-12-05T12:58:14.166Z	916	734	10	379
2021-12-05T12:58:34.165Z	944	760	6	366
2021-12-05T12:58:54.177Z	966	783	4	352
2021-12-05T12:59:14.177Z	983	805	2	339
2021-12-05T12:59:34.185Z	994	826	1	326
2021-12-05T12:59:54.194Z	1000	846	0	313
2021-12-05T13:00:14.195Z	999	867	0	301
2021-12-05T13:00:34.204Z	991	885	1	287
2021-12-05T13:00:54.207Z	979	902	2	275
2021-12-05T13:01:14.216Z	960	917	5	263
2021-12-05T13:01:34.222Z	933	932	7	251
2021-12-05T13:01:54.225Z	903	946	11	239
2021-12-05T13:02:14.234Z	869	958	15	227
2021-12-05T13:02:34.243Z	830	968	20	215
2021-12-05T13:02:54.259Z	787	977	26	204
2021-12-05T13:03:14.267Z	741	984	32	193
2021-12-05T13:03:34.270Z	686	990	38	182
2021-12-05T13:03:54.269Z	634	995	46	172
2021-12-05T13:04:14.275Z	581	998	54	161
2021-12-05T13:04:34.289Z	528	1000	63	151
2021-12-05T13:04:54.292Z	473	1000	72	141
2021-12-05T13:05:14.307Z	413	998	81	132
2021-12-05T13:05:34.318Z	360	995	92	123
2021-12-05T13:05:54.325Z	308	990	104	114
2021-12-05T13:06:14.335Z	259	984	115	105
2021-12-05T13:06:34.337Z	213	977	127	96
2021-12-05T13:06:54.339Z	170	968	139	89
2021-12-05T13:07:14.352Z	127	956	152	81
2021-12-05T13:07:34.361Z	93	945	167	74
2021-12-05T13:07:54.362Z	64	931	180	66
2021-12-05T13:08:14.378Z	40	917	195	59
2021-12-05T13:08:34.385Z	22	901	209	53
2021-12-05T13:08:54.394Z	8	883	224	47
2021-12-05T13:09:14.395Z	1	865	241	42
2021-12-05T13:09:34.400Z	0	845	257	36
2021-12-05T13:09:54.409Z	6	825	273	31
2021-12-05T13:10:14.418Z	17	804	289	26
2021-12-05T13:10:34.429Z	36	782	306	22
2021-12-05T13:10:54.445Z	59	757	323	18
2021-12-05T13:11:14.459Z	87	733	342	14
2021-12-05T13:11:34.461Z	121	708	359	11
2021-12-05T13:11:54.463Z	158	683	377	9
2021-12-05T13:12:14.463Z	200	658	394	6
2021-12-05T13:12:34.477Z	251	632	412	4
2021-12-05T13:12:54.479Z	299	602	432	3
2021-12-05T13:13:14.493Z	350	575	450	1
2021-12-05T13:13:34.505Z	403	548	468	1
2021-12-05T13:13:54.515Z	457	521	486	0
2021-12-05T13:14:14.519Z	517	494	504	0
2021-12-05T13:14:34.526Z	572	464	523	0
2021-12-05T13:14:54.528Z	625	437	543	1
2021-12-05T13:15:14.543Z	677	410	561	2
2021-12-05T13:15:34.547Z	727	383	579	4
2021-12-05T13:15:54.551Z	774	357	597	5
2021-12-05T13:16:14.562Z	822	328	614	8
2021-12-05T13:16:34.566Z	862	303	634	10
2021-12-05T13:16:54.571Z	897	278	651	13
2021-12-05T13:17:14.584Z	928	254	668	17
2021-12-05T13:17:34.587Z	953	231	685	20
2021-12-05T13:17:54.592Z	976	208	702	24
2021-12-05T13:18:14.593Z	990	184	719	29
2021-12-05T13:18:34.600Z	998	163	737	33
2021-12-05T13:18:54.603Z	1000	144	752	39
2021-12-05T13:19:14.614Z	996	125	768	44
2021-12-05T13:19:34.626Z	987	108	783	50
2021-12-05T13:19:54.640Z	969	91	798	56
2021-12-05T13:20:14.649Z	947	75	812	63
2021-12-05T13:20:34.655Z	921	61	828	70
2021-12-05T13:20:54.665Z	889	49	841	77
2021-12-05T13:21:14.665Z	852	37	854	85
2021-12-05T13:21:34.672Z	811	28	867	93
2021-12-05T13:21:54.680Z	762	20	879	101
2021-12-05T13:22:14.693Z	714	12	892	109
2021-12-05T13:22:34.698Z	664	7	903	119
2021-12-05T13:22:54.710Z	612	3	913	128
2021-12-05T13:23:14.723Z	558	1	923	137
2021-12-05T13:23:34.733Z	498	0	933	146
2021-12-05T13:23:54.739Z	444	1	942	157
2021-12-05T13:24:14.746Z	391	3	950	167
2021-12-05T13:24:34.762Z	339	7	958	177
2021-12-05T13:24:54.769Z	283	13	965	188
2021-12-05T13:25:14.782Z	236	19	972	198
2021-12-05T13:25:34.791Z	191	28	978	210
2021-12-05T13:25:54.797Z	150	37	983	222
2021-12-05T13:26:14.797Z	110	48	987	233
2021-12-05T13:26:34.807Z	78	62	991	245
2021-12-05T13:26:54.811Z	52	76	994	258
2021-12-05T13:27:14.815Z	30	91	997	270
2021-12-05T13:27:34.825Z	15	107	998	282
2021-12-05T13:27:54.831Z	4	124	1000	294
2021-12-05T13:28:14.840Z	0	145	1000	307
2021-12-05T13:28:34.853Z	2	164	1000	321
2021-12-05T13:28:54.857Z	11	185	999	333
2021-12-05T13:29:14.868Z	25	207	997	346
2021-12-05T13:29:34.874Z	47	229	995	359
2021-12-05T13:29:54.875Z	72	255	992	372
2021-12-05T13:30:14.879Z	103	279	988	387
2021-12-05T13:30:34.892Z	138	304	984	400
2021-12-05T13:30:54.894Z	178	329	979	414
2021-12-05T13:31:14.907Z	226	355	973	427
2021-12-05T13:31:34.916Z	273	384	967	440
2021-12-05T13:31:54.925Z	323	411	960	454
2021-12-05T13:32:14.936Z	375	437	952	469
2021-12-05T13:32:34.950Z	428	465	944	483
2021-12-05T13:32:54.954Z	489	492	936	496
2021-12-05T13:33:14.956Z	543	522	926	510
2021-12-05T13:33:34.962Z	597	549	916	523
2021-12-05T13:33:54.972Z	649	576	905	539
2021-12-05T13:34:14.986Z	700	603	894	552
2021-12-05T13:34:34.994Z	749	629	883	566
2021-12-05T13:34:55.001Z	800	655	871	579
2021-12-05T13:35:15.004Z	841	684	857	593
2021-12-05T13:35:35.009Z	879	709	844	607
2021-12-05T13:35:55.021Z	912	733	831	621
2021-12-05T13:36:15.028Z	940	757	817	634
2021-12-05T13:36:35.034Z	966	780	803	647
2021-12-05T13:36:55.037Z	983	804	788	660
2021-12-05T13:37:15.051Z	994	826	771	674
2021-12-05T13:37:35.053Z	999	846	756	687
2021-12-05T13:37:55.065Z	999	865	740	699
2021-12-05T13:38:15.075Z	992	883	724	712
2021-12-05T13:38:35.083Z	979	902	708	724
2021-12-05T13:38:55.082Z	960	917	689	736
2021-12-05T13:39:15.086Z	936	932	672	749
2021-12-05T13:39:35.099Z	907	945	655	761
2021-12-05T13:39:55.106Z	873	957	638	772
2021-12-05T13:40:15.110Z	830	967	620	784
2021-12-05T13:40:35.113Z	787	977	601	795
2021-12-05T13:40:55.115Z	741	984	583	807
2021-12-05T13:41:15.121Z	692	990	565	818
2021-12-05T13:41:35.136Z	641	995	547	828
2021-12-05T13:41:55.152Z	582	998	529	838
2021-12-05T13:42:15.152Z	528	1000	509	848
2021-12-05T13:42:35.159Z	474	1000	491	859
2021-12-05T13:42:55.173Z	420	998	473	868
2021-12-05T13:43:15.186Z	367	995	454	877
2021-12-05T13:43:35.201Z	309	991	436	886
2021-12-05T13:43:55.213Z	260	984	417	894
2021-12-05T13:44:15.221Z	214	977	399	903
2021-12-05T13:44:35.234Z	171	968	381	911
2021-12-05T13:44:55.249Z	132	958	364	919
2021-12-05T13:45:15.252Z	94	946	346	926
2021-12-05T13:45:35.265Z	65	932	329	933
2021-12-05T13:45:55.269Z	41	917	310	940
2021-12-05T13:46:15.277Z	22	902	293	947
2021-12-05T13:46:35.285Z	9	885	277	953
2021-12-05T13:46:55.299Z	1	867	261	958
2021-12-05T13:47:15.309Z	0	846	245	964
2021-12-05T13:47:35.315Z	6	826	228	969
2021-12-05T13:47:55.315Z	17	805	213	974
2021-12-05T13:48:15.328Z	33	783	198	978
2021-12-05T13:48:35.328Z	56	760	184	982
2021-12-05T13:48:55.338Z	87	733	170	985
2021-12-05T13:49:15.351Z	120	709	155	988
2021-12-05T13:49:35.357Z	157	684	143	991
2021-12-05T13:49:55.372Z	199	658	130	994
2021-12-05T13:50:15.386Z	244	632	118	996
2021-12-05T13:50:35.391Z	298	606	107	997
2021-12-05T13:50:55.404Z	349	576	94	998
2021-12-05T13:51:15.406Z	402	549	84	999
2021-12-05T13:51:35.418Z	455	522	74	1000
2021-12-05T13:51:55.424Z	510	495	65	1000
2021-12-05T13:52:15.432Z	570	468	56	1000
2021-12-05T13:52:35.438Z	623	438	48	999
2021-12-05T13:52:55.443Z	675	411	40	998
2021-12-05T13:53:15.444Z	725	384	33	997
2021-12-05T13:53:35.447Z	772	358	27	995
2021-12-05T13:53:55.453Z	820	329	22	993
2021-12-05T13:54:15.462Z	860	304	16	990
2021-12-05T13:54:35.468Z	895	279	12	987
2021-12-05T13:54:55.479Z	926	255	8	984
2021-12-05T13:55:15.488Z	952	232	5	980
2021-12-05T13:55:35.499Z	975	207	3	976
2021-12-05T13:55:55.509Z	989	186	1	972
2021-12-05T13:56:15.510Z	997	165	0	967
2021-12-05T13:56:35.521Z	1000	145	0	961
2021-12-05T13:56:55.522Z	996	127	0	956
2021-12-05T13:57:15.535Z	986	107	2	950
2021-12-05T13:57:35.548Z	971	91	3	944
2021-12-05T13:57:55.550Z	950	76	6	937
2021-12-05T13:58:15.562Z	924	62	9	930
2021-12-05T13:58:35.572Z	889	49	12	923
2021-12-05T13:58:55.587Z	852	38	17	916
2021-12-05T13:59:15.602Z	812	28	22	907
2021-12-05T13:59:35.614Z	768	20	28	899
2021-12-05T13:59:55.617Z	716	12	34	891
2021-12-05T14:00:15.620Z	666	7	42	883
2021-12-05T14:00:35.629Z	614	3	49	873
2021-12-05T14:00:55.639Z	560	1	58	864
2021-12-05T14:01:15.640Z	500	0	66	854
2021-12-05T14:01:35.652Z	446	1	77	845
2021-12-05T14:01:55.654Z	393	3	86	833
2021-12-05T14:02:15.655Z	341	7	97	823
2021-12-05T14:02:35.669Z	286	12	108	813
2021-12-05T14:02:55.684Z	238	19	120	801
2021-12-05T14:03:15.690Z	194	27	132	790
2021-12-05T14:03:35.690Z	149	36	144	779
2021-12-05T14:03:55.704Z	113	48	159	767
2021-12-05T14:04:15.708Z	81	60	172	755
2021-12-05T14:04:35.719Z	52	74	186	744
2021-12-05T14:04:55.720Z	31	90	201	732
2021-12-05T14:05:15.721Z	15	106	216	719
2021-12-05T14:05:35.737Z	4	123	231	707
2021-12-05T14:05:55.737Z	0	143	248	694
2021-12-05T14:06:15.741Z	2	163	263	680
2021-12-05T14:06:35.744Z	10	183	279	668
2021-12-05T14:06:55.753Z	25	207	297	655
2021-12-05T14:07:15.757Z	44	229	314	641
2021-12-05T14:07:35.769Z	69	252	331	628
2021-12-05T14:07:55.782Z	102	278	348	615
2021-12-05T14:08:15.795Z	137	303	367	600
2021-12-05T14:08:35.798Z	176	327	384	587
2021-12-05T14:08:55.812Z	223	356	401	574
2021-12-05T14:09:15.815Z	269	382	421	559
2021-12-05T14:09:35.825Z	318	408	439	546
2021-12-05T14:09:55.829Z	375	437	456	532
2021-12-05T14:10:15.831Z	428	464	476	518
2021-12-05T14:10:35.846Z	481	491	494	504
2021-12-05T14:10:55.856Z	540	518	512	491
2021-12-05T14:11:15.860Z	594	547	532	476
2021-12-05T14:11:35.861Z	646	574	550	462
2021-12-05T14:11:55.871Z	702	600	568	449
2021-12-05T14:12:15.885Z	749	629	587	436
2021-12-05T14:12:35.891Z	794	655	605	421
2021-12-05T14:12:55.897Z	840	680	622	408
2021-12-05T14:13:15.897Z	877	708	641	395
2021-12-05T14:13:35.898Z	910	732	658	380
2021-12-05T14:13:55.900Z	941	755	675	367
2021-12-05T14:14:15.906Z	964	780	694	354
2021-12-05T14:14:35.909Z	981	802	710	340
2021-12-05T14:14:55.914Z	994	823	726	327
2021-12-05T14:15:15.922Z	999	845	744	315
2021-12-05T14:15:35.924Z	999	864	759	301
2021-12-05T14:15:55.931Z	993	882	774	289
2021-12-05T14:16:15.940Z	980	901	789	277
2021-12-05T14:16:35.955Z	962	916	805	264
2021-12-05T14:16:55.969Z	939	930	819	252
2021-12-05T14:17:15.977Z	907	945	833	240
2021-12-05T14:17:35.981Z	873	956	847	228
2021-12-05T14:17:55.991Z	836	967	860	217
2021-12-05T14:18:15.993Z	789	977	872	206
2021-12-05T14:18:36.002Z	744	984	885	194
2021-12-05T14:18:56.014Z	696	990	896	183
2021-12-05T14:19:16.028Z	640	995	907	173
2021-12-05T14:19:36.036Z	587	998	918	162
2021-12-05T14:19:56.039Z	534	1000	928	152
2021-12-05T14:20:16.051Z	474	1000	937	143
2021-12-05T14:20:36.063Z	421	998	946	132
2021-12-05T14:20:56.072Z	368	996	954	123
2021-12-05T14:21:16.078Z	312	991	961	115
2021-12-05T14:21:36.083Z	263	985	968	106
2021-12-05T14:21:56.090Z	217	978	974	97
2021-12-05T14:22:16.092Z	175	969	980	89
2021-12-05T14:22:36.098Z	132	958	984	82
2021-12-05T14:22:56.100Z	98	946	989	74
2021-12-05T14:23:16.101Z	68	933	992	67
2021-12-05T14:23:36.112Z	41	918	995	60
2021-12-05T14:23:56.119Z	23	902	998	53
2021-12-05T14:24:16.121Z	9	886	999	48
2021-12-05T14:24:36.126Z	1	868	1000	42
2021-12-05T14:24:56.128Z	0	847	1000	36
2021-12-05T14:25:16.132Z	5	828	999	31
2021-12-05T14:25:36.146Z	17	807	998	27
2021-12-05T14:25:56.160Z	33	783	996	23
2021-12-05T14:26:16.163Z	55	760	994	19
2021-12-05T14:26:36.163Z	85	737	991	15
2021-12-05T14:26:56.174Z	118	710	986	12
2021-12-05T14:27:16.176Z	155	686	982	9
2021-12-05T14:27:36.186Z	200	661	977	7
2021-12-05T14:27:56.190Z	245	632	970	5
2021-12-05T14:28:16.191Z	292	606	964	3
2021-12-05T14:28:36.194Z	342	580	957	2
2021-12-05T14:28:56.206Z	400	550	949	1
2021-12-05T14:29:16.212Z	453	523	940	0
2021-12-05T14:29:36.214Z	506	496	932	0
2021-12-05T14:29:56.225Z	566	467	922	0
2021-12-05T14:30:16.234Z	619	440	911	1
2021-12-05T14:30:36.248Z	670	413	901	2
2021-12-05T14:30:56.257Z	725	387	890	3
2021-12-05T14:31:16.263Z	771	358	877	5
2021-12-05T14:31:36.269Z	815	333	865	7
2021-12-05T14:31:56.275Z	859	308	853	10
2021-12-05T14:32:16.281Z	894	280	838	13
2021-12-05T14:32:36.291Z	925	257	825	16
2021-12-05T14:32:56.303Z	953	234	811	20
2021-12-05T14:33:16.306Z	973	209	795	24
2021-12-05T14:33:36.319Z	988	187	781	28
2021-12-05T14:33:56.334Z	997	167	766	33
2021-12-05T14:34:16.337Z	1000	145	750	38
2021-12-05T14:34:36.349Z	997	126	733	43
2021-12-05T14:34:56.351Z	987	109	716	50
2021-12-05T14:35:16.354Z	972	92	700	56
2021-12-05T14:35:36.358Z	952	77	683	62
2021-12-05T14:35:56.359Z	923	63	666	69
2021-12-05T14:36:16.360Z	891	49	649	76
2021-12-05T14:36:36.364Z	855	38	629	84
2021-12-05T14:36:56.374Z	814	28	612	92
2021-12-05T14:37:16.377Z	770	20	594	100
2021-12-05T14:37:36.380Z	723	13	576	108
2021-12-05T14:37:56.387Z	667	8	558	117
2021-12-05T14:38:16.401Z	615	3	538	126
2021-12-05T14:38:36.414Z	562	1	520	136
2021-12-05T14:38:56.416Z	508	0	502	146
2021-12-05T14:39:16.419Z	448	1	484	155
2021-12-05T14:39:36.434Z	394	3	466	165
2021-12-05T14:39:56.436Z	342	7	446	177
2021-12-05T14:40:16.440Z	291	12	428	187
2021-12-05T14:40:36.445Z	243	18	410	198
2021-12-05T14:40:56.459Z	193	26	392	209
2021-12-05T14:41:16.461Z	152	37	375	220
2021-12-05T14:41:36.468Z	115	48	355	231
2021-12-05T14:41:56.476Z	83	60	338	244
2021-12-05T14:42:16.476Z	55	74	321	256
2021-12-05T14:42:36.480Z	33	88	304	268
2021-12-05T14:42:56.494Z	15	104	287	280
2021-12-05T14:43:16.495Z	5	124	271	292
2021-12-05T14:43:36.509Z	0	142	253	305
2021-12-05T14:43:56.514Z	2	162	238	319
2021-12-05T14:44:16.520Z	9	182	222	332
2021-12-05T14:44:36.527Z	22	204	207	345
2021-12-05T14:44:56.537Z	44	229	193	357
2021-12-05T14:45:16.546Z	69	252	177	371
2021-12-05T14:45:36.554Z	99	276	164	385
2021-12-05T14:45:56.567Z	133	300	151	398
2021-12-05T14:46:16.576Z	177	325	138	412
2021-12-05T14:46:36.591Z	220	354	124	425
2021-12-05T14:46:56.597Z	266	380	113	440
2021-12-05T14:47:16.605Z	316	407	101	454
2021-12-05T14:47:36.611Z	367	433	91	467
2021-12-05T14:47:56.615Z	426	463	81	481
2021-12-05T14:48:16.625Z	480	490	70	494
2021-12-05T14:48:36.626Z	534	518	61	509
2021-12-05T14:48:56.626Z	588	545	53	523
2021-12-05T14:49:16.629Z	647	572	45	536
2021-12-05T14:49:36.644Z	698	601	38	550
2021-12-05T14:49:56.653Z	746	628	30	563
2021-12-05T14:50:16.666Z	792	654	25	578
2021-12-05T14:50:36.668Z	834	679	19	592
2021-12-05T14:50:56.674Z	877	704	15	605
2021-12-05T14:51:16.679Z	910	732	10	618
2021-12-05T14:51:36.693Z	939	755	7	633
2021-12-05T14:51:56.701Z	962	778	4	646
2021-12-05T14:52:16.711Z	981	800	2	659
2021-12-05T14:52:36.721Z	993	824	1	671
2021-12-05T14:52:56.733Z	999	844	0	685
2021-12-05T14:53:16.735Z	999	863	0	698
2021-12-05T14:53:36.743Z	993	883	1	710
2021-12-05T14:53:56.749Z	981	900	2	722
2021-12-05T14:54:16.754Z	963	915	4	736
2021-12-05T14:54:36.768Z	940	930	7	747
2021-12-05T14:54:56.770Z	908	944	10	759
2021-12-05T14:55:16.783Z	875	956	15	772
2021-12-05T14:55:36.784Z	838	966	19	783
2021-12-05T14:55:56.787Z	791	975	24	794
2021-12-05T14:56:16.801Z	746	984	31	805
2021-12-05T14:56:36.814Z	697	990	37	816
2021-12-05T14:56:56.819Z	647	995	45	827
2021-12-05T14:57:16.821Z	589	998	52	837
2021-12-05T14:57:36.835Z	536	1000	61	848
2021-12-05T14:57:56.849Z	482	1000	70	857
2021-12-05T14:58:16.850Z	423	998	80	866
2021-12-05T14:58:36.851Z	370	996	91	876
2021-12-05T14:58:56.852Z	319	991	101	885
2021-12-05T14:59:16.858Z	265	985	112	894
2021-12-05T14:59:36.863Z	219	978	125	902
2021-12-05T14:59:56.871Z	176	969	137	910
2021-12-05T15:00:16.882Z	133	959	150	918
2021-12-05T15:00:36.891Z	99	947	164	925
